id,platform_group,platform,country,language,product_group,item_type,product_name,product,product_display,review,rating,sentiment,logistics_issue,delivery_speed,packaging_quality,damage_status,leakage_status,wrong_delivery,return_exchange_issue,source_type,source_url,postdate,collected_at,language_label,country_label,data_type
104,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,두피각질제거 샴푸 ! 두피 예민할 때 써본 바디브 미오 솔직 후기 샴푸 는 배송 중에 새거나 뚜껑이 열려서 오는 경우가 은근히 신경 쓰이잖아요. 바디브 미오 샴푸 는 펌프를 따로 포장해서 보내줘서 누수 걱정이 거의 없었어요. 기존 뚜껑을 열고 동봉된 펌프를 끼워주기만 하면...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/hyegongzz/224160693884,20260126,2026-05-30,한국어,한국,실제 수집 데이터
105,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"지성 두피로 정수리 냄새와 떡진 머리 고민, '틴에이저비건 샴푸 ... 샴푸 는 배송 으로 받을 때 최근 파손되어 샴푸 가 누수 되는 경험을 해 조금 불안, 걱정 했었는데요! 뽁뽁이에 돌돌말려 든든한 포장에 안심이 되었어요. 박스를 열자마자 깔끔하게 포장된 틴에이저 비건 샴푸 ...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/jooning1010/223855210419,20250504,2026-05-30,한국어,한국,실제 수집 데이터
106,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,더클래스 버블맥스 카 샴푸 고농축 기능성 1L 정품 인기상품... 장점이지만 확인할 점은 뚜껑 열린 상태로 보관하면 누수 위험이 있으니 주의가 필요해요. 1L 용량이라... https://naver.me/FYrUOu3O #더클래스 #버블맥스 #고농축 #1L #기능성 #카 샴푸 #정품 #빠른 배송,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/description12093/224280697681,20260510,2026-05-30,한국어,한국,실제 수집 데이터
107,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,키즈 샴푸 키즈워시 어린이용 샴푸 키즈로션 500ml 정품 빠른 배송 한정판 그린핑거 마이키즈 프레쉬 산리오 에디션(한교동) 샴푸 +워시+로션 500ml / 키즈워시 키즈 샴푸 ... 체크 포인트: 선물용으로는 보관 중 뒤집힘이나 누수 여부를 한 번 확인하시는 게 좋아요. 장점이지만...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/girlwash18/224291078940,20260520,2026-05-30,한국어,한국,실제 수집 데이터
108,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,글로벌 K-생활건강 샴푸 칫솔 치약 바디워시 해외판매 다량... ⑤ 브랜드 신뢰도를 높이는 실시간 트래킹 & 안심 포장: 액체류 누수 방지를 위한 꼼꼼한 실링 확인... com/ #생활용품해외 배송 # 샴푸 해외 배송 #치약수출특가 #바디워시해외 배송 #국제특송특가 #UPS할인...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/kyung2299/224161015959,20260127,2026-05-30,한국어,한국,실제 수집 데이터
109,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"5분 셀프 새치커버, 포이랩 염색 샴푸 실제 사용 후기 포이랩 커버 샴푸 https://foylab.co.kr/product/%ED%8F%AC%EC%9D%B4%EB%9E%A9-%EC%BB%A4%EB%B2%84%EC%83%B4%ED%91%B8/37/category/1... 펌프 부분도 흔들림 없이 고정돼 있어서 배송 중 누수 걱정이 없었고, 처음 개봉할 때도 사용 준비가...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/khses90/224114361811,20251219,2026-05-30,한국어,한국,실제 수집 데이터
110,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"쿠팡 새벽 배송 박스만 4개 합포장 불가 상품군 샴푸 나 바디워시 같은 액체류는 배송 중 파손이나 누수 를 방지하기 위해 특정 규격의 박스에 담기거나, 자동화 공정에서 함께 묶기 어려운 품목으로 분류되기도 합니다 쿠팡만 배송 하면...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/moonz/224268951654,20260429,2026-05-30,한국어,한국,실제 수집 데이터
111,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,[쉽군] 미국 해외직구 후기 - 해드앤숄더 샴푸 구매방법... 구매 대행 현지 창고 입고 검수 및 꼼꼼한 포장 해외 배송 출고까지 원스톱 서비스 사실 저는 그동안... 샴푸 특성상 누수 나 찌그러짐이 걱정됐는데 그런 거 1도 없이 완벽한 상태로 도착했어요. 이 정도면 그냥...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/rara017/223839314962,20250419,2026-05-30,한국어,한국,실제 수집 데이터
112,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,단백질 샴푸 추천 바디브 미오 샴푸 후기｜단백질 샴푸 사용 리뷰 처음 사용하실 때는 VADEV 바디브 단백질 샴푸 본체에뚜껑을 끼운 뒤 돌려서 잠그기만 하면 바로 사용 가능해서 위생적이고 사용법도 정말 간단했어요 이런 포장 방식 덕분에 샴푸 누수 걱정 없이 안전 배송 돼서...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/dkdkay/224164747903,20260130,2026-05-30,한국어,한국,실제 수집 데이터
113,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"[향이 좋은 샴푸 추천]... 밀크 바오밥 헤어 샴푸 & 트리트먼트 신기신기 밀크 바오밥 샴푸 는 배송 중 누수 방지, 개봉 전 제품의 변질 방지를 위해 용기 토출구가 씰링 처리 되어 있대요. 밀크 바오밥 샴푸 는 자연에서 나고 자란 천연 성분 10가지를 특허받아 만든 제품이라...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/2ecomom/221081158502,20170824,2026-05-30,한국어,한국,실제 수집 데이터
114,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"무실리콘 샴푸 잇츠원 두피 스케일링 케어 샴푸 &트리트먼트 후기 잇츠원 샴푸 &트리트먼트는 무실리콘 샴푸 라 두피에 자극을 줄여주었고, 자연 유래 성분으로 제작되어 저 같은 민감성 두피도 안심하고 사용할 수 있어요! 펌프에 고정 장치가 부착되어 배송 돼 누수 나 흐름, 파손...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/041sm/223657988802,20241112,2026-05-30,한국어,한국,실제 수집 데이터
115,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,여행용 실리콘 공병 수영장 샴푸 통 캠핑 소분 여행용 90ml... 여행용 실리콘 공병 수영장 샴푸 통 캠핑 소분 여행용 90ml 여행용 화장품 용기 후기 사용 후기 여행용... 뚜껑이 밀폐되어 있어서 누수 걱정도 적고요. 사용 후 손이 닿는 곳이 깔끔하게 정돈돼...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/wsqw-ijqs8/224300118807,20260529,2026-05-30,한국어,한국,실제 수집 데이터
116,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"두피 스케일링 케어 샴푸 &트리트먼트 두피케어 무실리콘 샴푸 추천 디자인이었다 샴푸 와 트리트먼트의 용기 디자인이 깔끔하고 심플하면서도 세련된 느낌을 줬다 펌프식이었는데 펌프에 고정 장치가 부착되어서 배송 되어 누수 나 흐름, 파손 없이 깔끔하게 배송 되어서 온 점도...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/heechuuu_/223655095021,20241111,2026-05-30,한국어,한국,실제 수집 데이터
117,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"노원구 공릉동 미용실 설비 신설, 샴푸 대·온수기·제빙기 배관... [시공 준비] 설비 작업에 사용할 온수기가 사전에 배송 완료되어 있었고, 설치 위치와 배관 연결 공간을... 샴푸 대 배관 라인이 정리되어 누수 위험이 최소화된 상태입니다. 제빙기 위치 주변에는 냉수 급수와 배수...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/water-lock/224289488264,20260519,2026-05-30,한국어,한국,실제 수집 데이터
118,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,블랙빈 샴푸 추천 왜 다들 소이랩으로 바꾸는 걸까?인트로 탈모 샴푸 를 또 써야 하나 싶어 찾아보다가 성분이 순하고 두피 관리에 도움을 줄 수 있다는 소이랩... 포장 및 배송 배송 은 빠르게 왔고요. 제품은 깔끔하게 밀봉된 상태로 도착했어요. 누수 걱정 없게 잘 포장이...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/cchicer/224068527802,20251107,2026-05-30,한국어,한국,실제 수집 데이터
119,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"명절선물로 향기좋은 샴푸 와 트리트먼트로 기분좋은 향기 전해요. (무게도 좀 있음..) 선물상자 안에는 헤어 샴푸 1000ml, 헤어트리트먼트 1000ml, 그리고 펌프가 들어있어요. 배송 중 누수 방지와 개봉 전 제품의 변질 방지를 위해 용기 입구가 씰링처리 되어 있어요. 고주파 열처리를...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/tkdrns1415/221363134924,20180921,2026-05-30,한국어,한국,실제 수집 데이터
120,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"퓨어루 아기 바디워시 무향 비건 키즈 샴푸 370ml 버블... 내용물 누수 는 없었어요. 패키지 설명에 아기 바디워시와 키즈 샴푸 , 폼클 렌징 설명이 자세히 적혀... 체크 포인트: 펌프 고정 방식이 배송 중 풀릴 수 있으니 배송 상태를 확인하세요. 장점이지만 확인할 점. 1+1...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/dvapkjutg/224290632199,20260519,2026-05-30,한국어,한국,실제 수집 데이터
121,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"순한 강아지 샴푸 추천 마더스독 포그니, 린스 필요 없이 보송하게 있어서 배송 중 누수 걱정이 전혀 없었어요. 마더스 독 포그니 샴푸 의 가장 큰 장점은 강아지 피부에 맞춘 PH7.0의 순한 강아지 샴푸 라는 점이에요. 순하지만 강한 세정력 덕분에 실제로 목욕을 시켜보니 팔팔이...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/882ddb/223973091447,20250817,2026-05-30,한국어,한국,실제 수집 데이터
122,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,영양을 가격에! 위생적인 방식의 맥주효모 샴푸 ! (37% 할인) 제품은 항상 깔끔하고 위생적인 방식으로 실링되어 배송 시 누수 걱정 없이 도착하기를 바랐습니다. 저에게는 **가성비 **대용량****과 최고의 만족도를 모두 갖춘 샴푸 가 필요했습니다. 저에게 살림백서 탈모...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/pro_shopper_/224115235755,20251219,2026-05-30,한국어,한국,실제 수집 데이터
123,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,틱톡샵 입점 성공 키워드｜ 샴푸 판매 전략 4편 (Feat. 샴푸 ) 오늘의 키워드는 바로 “ 샴푸 ”입니다. TikTok Shop의 내장 검색 기능과 Shoplus 분석 도구를 활용해... 안전하고 세심한 포장 – 제품이 꼼꼼하게 포장되어 있어 배송 중 누수 나 파손 없이 안전하게...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/lafs_korea/223839028717,20250418,2026-05-30,한국어,한국,실제 수집 데이터
124,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"퍼퓸 샴푸 바 80g 탈모 완화 기능성 인증 탈모완화 샴푸 탈모비누... 들어있어서 배송 중 파손 우려도 적을 것 같았고, 패키지 디자인이 심플해서 선물용으로도 괜찮겠다는... 여행 갈 때 샴푸 통 누수 걱정도 없고 기내반입 규정에도 더 유리해서 가방 한 구석에 넣어 다니기...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/cocogavi1/224216492528,20260314,2026-05-30,한국어,한국,실제 수집 데이터
125,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,민감성두피 샴푸 추천 오월의아침 콜레세라 샴푸 솔직후기 누수 파손 방지를 위해 박스 안에 완충재(뽁뽁이)를 감싸 배송 이 되었는데.. 덕분에 파손없이 무사히 샴푸 를 받을수 있었답니다^^ 제품 구성은 콜레세라 샴푸 450ml 단품이에요! 450ml 대용량으로 하루 한 번...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/dhqhfka274/224158384482,20260124,2026-05-30,한국어,한국,실제 수집 데이터
126,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"민감성 두피도 안심! 미르엔 샴푸 써봤어요 다만, 배송 중 용기에서 내용물이 조금 샜다는 의견이 있어 이 부분은 브랜드 측의 개선이 필요해 보인다는 지적입니다. ▼실구매자들의 상품 후기▼ 미르엔 샴푸 Q&A Q : 지성 두피가 사용해도 개운한가요? A : 네...",,중립,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/heelingtime1004/224281465814,20260512,2026-05-30,한국어,한국,실제 수집 데이터
127,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"건성 비듬 샴푸 추천: 바디브 미오 샴푸 파손, 누수 걱정없이 안심하고 받아보는 바디브 입니다. 바디브는 올리브영 헤어케어랭킹 1위제품으로... 소비자에게 배송 됩니다. 바디브 미오 샴푸 사용시 ✔ 비듬 양 감소효과 ✔ 두피 가려움 완화효과 ✔ 두피...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/kwonjuhee1/224144653192,20260113,2026-05-30,한국어,한국,실제 수집 데이터
128,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,단백질 샴푸 에네스티 믹스베리 약산성 샴푸 트리트먼트 약산성 샴푸 트리트먼트 용기를 인테리어 효과를 주는 브라운 색상으로 변경했고 배송 시에도 누수 없이 안전하게 받을 수 있는 용기랍니다 피부 자극 안정성 테스트까지 완료한 단백질 샴푸 에네스티 믹스배리...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/areum_316/223843140822,20250426,2026-05-30,한국어,한국,실제 수집 데이터
129,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"샴푸 추천 밀크바오밥 화이트머스크 좋아요 샴푸 , 트리트먼트 쓰는 방법이야 잘 알지만 사용방법 한번 더 체크해 봅니다. 여러 인증을 받은 마크도 보이네요 뚜껑을 열어서 그냥 쓰는건 너무나 불편하니까 동봉된 펌핑기를 꽂아 줍니다. 배송 중의 누수 방지...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/silverstarda_/221307459339,20180626,2026-05-30,한국어,한국,실제 수집 데이터
130,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,크리스탈 세차용품 카 샴푸 빅티슈 4장 구성 가성비 특가 장점이지만 점검할 부분을 포장 단계에서 먼저 보면 배송 중 손상 가능성을 줄일 수 있더라고요. 을... 액체형 샴푸 는 온도 변화에 민감하거든요. 체크 포인트: 뚜껑 밀폐 상태를 확인하면 유통 중 누수 위험을...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/unit1517/224281109084,20260510,2026-05-30,한국어,한국,실제 수집 데이터
131,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,밀크바오밥 헤어 샴푸 &헤어트린트먼트 박스 안에는 샴푸 와 트리트먼트 그리고 펌프가 들어있어요. 우유 성분이 들어있어서인지 패키지가 우유곽 모양이에요^^ 배송 중의 누수 및 변질 방지를 위해 용기는 고주파 씰링 처리 되어있어요. 손으로 잘...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/thelyn_mood/221217710463,20180227,2026-05-30,한국어,한국,실제 수집 데이터
132,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,파이어볼 카 샴푸 추천 세정력과 왁스세이프가 뛰어난 트로피칼! 다만 너무 많은 카 샴푸 를 사용해서 이전에 작업한 코팅층이 벗겨지는 탈지 현상이 생길 수도 있으니 희석비를 넘어가지 않는 것을 추천한다. 가끔 인터넷으로 케미컬을 주문하고 배송 하는 과정에서 누수 가...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/kimdeokdeok/223623202771,20241018,2026-05-30,한국어,한국,실제 수집 데이터
133,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,향기좋은 약산성 샴푸 :: 화이트머스크향의 밀크바오밥 샴푸 ... 처음에 샴푸 사진만 보고 예쁜데 사용하긴 불편하겠다 싶었는데 펌프가 있으니 걱정하실 필요 없답니다! (저만 걱정한건가요 ㅋㅋㅋㅋㅋ) 배송 중의 누수 나 변질을 방지하기 위해 씰링된 고주파씰을 제거해주고...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/kurohana/221400116047,20181116,2026-05-30,한국어,한국,실제 수집 데이터
134,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"냄새 좋은 미용실 대용량 샴푸 솔직후기 향, 성분, 가격 생활에 정성을 더하는 약산성 샴푸 컨디셔너 배송 으로 받았는데, 파손위험 없이 박스에 도착했어요. 커버도 있고 펌프도 따로 포장되어 있어서 누수 걱정은 안하셔도 됩니다! 살롱의 벌크 샴푸 ...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/c8k7oodc/223628856703,20241023,2026-05-30,한국어,한국,실제 수집 데이터
135,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"우리 아이 첫 청소년 샴푸 , 아워케미 틴에이저 비건 샴푸 솔직... 전용 샴푸 예요. 먼저 배송 부터 말씀드리면, 정말 빠르고 꼼꼼하게 잘 왔어요. 상자 안에 에어캡으로 포장되어 있었고 깨지지 않도록 한 번 더 이중 포장되어 있어서 제품 누수 나 눌림 없이 안전하게...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/sscc33/223917627038,20250701,2026-05-30,한국어,한국,실제 수집 데이터
136,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,두피 각질 케어에 좋은 약산성 샴푸 입구 쪽에 혹시 모를 누수 를 막으려고 비닐 씰링도 꼼꼼하게 되어 있는 걸 보니 배송 과정까지 세심하게 신경 써서 만들었네 싶더라고요. 샴푸 통을 꺼내서 확인해 보니 투명한 보틀에 담긴 제형이 맑고 깨끗해...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/555gemini/224190560759,20260221,2026-05-30,한국어,한국,실제 수집 데이터
137,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,네바스 실리콘 공병 묶음 휴대용 소분 튜브 용기 수영장 샴푸 통... 여행지에서 샴푸 를 통째로 들고 다니기 번거로웠던 경험이 많았는데 이건 그런 단점을 잘 보완해주더군요. 수영장 갔다가 샤워할 때 튜브 용기에 바디워시를 넣어 썼는데 물이 묻어도 밀봉이 잘 되고 누수 ...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/urgee3/224261139013,20260422,2026-05-30,한국어,한국,실제 수집 데이터
138,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"화이트머스크 샴푸 추천 :: 밀크바오밥 헤어 샴푸 &트리트먼트... 주로 두피의 열을 내려주고 염증을 잡아주는 건 한방 샴푸 , 쿨 샴푸 를 활용했습니다. 두피관리, 진짜... 제품 뚜껑을 열어보면, 배송 중 누수 방지, 개봉전 제품의 변질 방지를 위해 용기의 도출구가 씰링처리되어...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/freed77/221284702002,20180526,2026-05-30,한국어,한국,실제 수집 데이터
139,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"때 찾는 미용실단백질 샴푸 , 바디브 미오 마테 루트 샴푸 솔직 후기 가격, 용량, 구성 — 가성비 체크 *가격: 약 28,210원 *용량: 1000ml *피부타입: 지성·중성·민감성 모두 무난 * 배송 : 빠른 편, 파손· 누수 없이 안전 포장 이 정도면 미용실단백질 샴푸 중에서도 가격 부담 없이...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/cleaner11/224104957872,20251210,2026-05-30,한국어,한국,실제 수집 데이터
140,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"두피 냄새 고민엔? 엑스트라 스트롱 샴푸 13% 할인 엑스트라 스트롱 샴푸 13% 할인 1. 요즘 꼭 찾아보게 되는 제품이에요 요즘따라 두피에서 올라오는... 뚜껑이나 펌프도 잘 닫히고, 누수 걱정 없이 배송 도 안전하게 왔고요. 박스를 열었을 때 허브향이 살짝...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/allinfo_portal/224084519720,20251122,2026-05-30,한국어,한국,실제 수집 데이터
141,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"몽잘 바리스칼프 탈모증상완화 커피 샴푸 , 카페인 10... 하니 샴푸 시간이 훨씬 즐거워질 것 같았죠 박스 오픈부터 깔끔하게 포장되어 있었고 내부에는 제품이 종이 완충재로 한 번 더 감싸져 안전하게 포장되어 있더라고요! 덕분에 배송 중에도 흠집이나 누수 걱정...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/rangvely_s/223966350030,20250812,2026-05-30,한국어,한국,실제 수집 데이터
142,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"솔리드퓨어 절대새지않는 여행용 샴푸 공병 세트 100ml 4P 솔리드퓨어 절대새지않는 여행용 샴푸 공병 세트 100ml 4P 뷰티 빠른 배송 여행 필수템, 짐 싸는 고민 끝!... 여러 번의 흔들림과 뒤집힘에도 불구하고 단 한 방울의 누수 도 찾아볼 수 없었습니다. 정말 놀라울...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/kjtomuspk01082_ox/224253352578,20260415,2026-05-30,한국어,한국,실제 수집 데이터
143,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,가방 열었을 때 샴푸 새어 있으면 정말 난감한데... 제품 사러가기 #트래블투게더 #여행용공병 #실리콘공병 #트래블키트 # 샴푸 소분용기 #3구공병 #수영장공병 #헬스장준비물 #여행준비물 #펌프형공병 #휴대용용기 #샤워용품정리 #소분용기 # 누수 방지공병...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/junseoit/224233680367,20260330,2026-05-30,한국어,한국,실제 수집 데이터
144,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,"수영장 샴푸 통 4종 써보니 삶의 질 상승 배송 과 첫인상 총 4가지 종류의 샴푸 통이 왔는데, 생각보다 컴팩트해서 여행 가방에 쏙... 내용물 누수 걱정 끝! 3중 밀폐 구조 덕분에 가방 안에서 내용물이 샐 걱정이 전혀 없어요. 덕분에 여행 갈 때마다...",,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/cronym41181/224231550856,20260327,2026-05-30,한국어,한국,실제 수집 데이터
145,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,샴푸 디스펜서 손소독제 세라믹 베이지 시간 아껴드림 확실한... 맞는지 • 샴푸 와 손소독제의 호환성을 한 번에 관리할 수 있는 구성인지 • 표면 관리 용이성 및 오염 유형에 따른 클리닝 방법 • 추가 구성품(리필용 손소독제 포함 여부) 여부 • 배송 시 손상 여부를 확인할...,,중립,이슈없음,보통,보통,없음,없음,없음,없음,naver_api_search_result,https://blog.naver.com/pegtotal/224251094594,20260413,2026-05-30,한국어,한국,실제 수집 데이터
146,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,이고세 탈모 샴푸 추천 30대가 추천하는 샴푸 깔끔한 배송 포장부터 마음에 쏙 주문 후 빠르게 도착했어요. 박스를 열자마자 가장 먼저 눈에 띈 건 블랙 & 레드 컬러 조합의 고급스러운 패키지! “탈모 샴푸 ” 하면 왠지 약국 느낌의 심플한 디자인을...,,긍정,빠른배송,빠름,보통,없음,없음,없음,없음,naver_api_search_result,https://blog.naver.com/sineun6872/224070276400,20251109,2026-05-30,한국어,한국,실제 수집 데이터
147,KR_platform,naver,KR,ko,생활용품,액체류,샴푸 배송 누수,샴푸 배송 누수,샴푸 배송 누수,단백질 샴푸 대용량트리트먼트 에네스티 샴푸 단백질 샴푸 대용량트리트먼트 에네스티 샴푸 단백질 샴푸 대용량트리트먼트 에네스티 샴푸 펌핑이 잘되고 내구성 좋은 펌프로 개선하였고 인테리어 효과를 주는 브라운 색상과 배송 시 누수 없이 안전하게 도착...,,부정,누수,보통,나쁨,없음,있음,없음,없음,naver_api_search_result,https://blog.naver.com/ohdi8/223855744409,20250505,2026-05-30,한국어,한국,실제 수집 데이터
